"Wahlkreis-
schlüssel",Wahlkreisname,Wahlvorschlagsträger,"Listenplatz-
nummer","Bewerber im
Stimmkreis",Titel,(Adels)zusatz,Vorname,Nachname,Geburtsjahr
6,Unterfranken,DIE FRANKEN,1008,,,Freiherr von,James Eric,Thüngen,1969
6,Unterfranken,DIE FRANKEN,1009,608,,,Detlef,Tartsch,1945
6,Unterfranken,DIE FRANKEN,1010,,,,Gabriele,Müller,1959
6,Unterfranken,DIE FRANKEN,1011,,,,Christian,Metz,1982
6,Unterfranken,DIE FRANKEN,1012,,,,Ursula,Mauser,1942
6,Unterfranken,DIE FRANKEN,1013,,,,Roslyn,Leist,1947
6,Unterfranken,DIE FRANKEN,1014,606,,,Joachim,Hubrich,1963
6,Unterfranken,DIE FRANKEN,1015,,,,Ewald,Hemmelmann,1956
6,Unterfranken,DIE FRANKEN,1016,,,,Siegbert,Fuchs,1948
6,Unterfranken,DIE FRANKEN,1017,,,,Matthias,Dürbeck,1962
6,Unterfranken,DIE FRANKEN,1018,,,,Renate,Battiany-Fuchs,1949
6,Unterfranken,DIE FRANKEN,1019,,,,Kurt,Steinbauer,1957
6,Unterfranken,AfD,1101,605,,,Christian,Klingen,1965
6,Unterfranken,AfD,1102,608,,,Richard,Graupner,1963
6,Unterfranken,AfD,1103,609,,,Michael,Gebhardt,1964
6,Unterfranken,AfD,1104,607,,,Daniela,Mahler,1975
6,Unterfranken,AfD,1105,610,,,Martin,Peter,1971
6,Unterfranken,AfD,1106,606,,,Kurt,Schreck,1950
6,Unterfranken,AfD,1107,604,,,Patrick,Geßner,1984
6,Unterfranken,AfD,1108,602,,,Alfred,Sacher,1949
6,Unterfranken,AfD,1109,603,,,Freia,Lippold-Eggen,1955
6,Unterfranken,AfD,1110,601,,,Klaus Uwe,Junker,1964
6,Unterfranken,mut,1201,610,,,Matthias,Matuschik,1965
6,Unterfranken,mut,1202,605,,,Julia,Riegler,1976
6,Unterfranken,mut,1203,609,,,Julian,Höfner,1995
6,Unterfranken,mut,1204,606,,,Thomas,Lemmer,1968
6,Unterfranken,mut,1205,,,,Elke,Günther,1954
6,Unterfranken,mut,1206,,,,Ortwin,Pinke,1962
6,Unterfranken,mut,1207,,,,Daniela,Lampe,1978
6,Unterfranken,mut,1208,,,,Malte,Schilling,1996
6,Unterfranken,mut,1209,,,,Gabriele,Krämer,1958
6,Unterfranken,mut,1210,,,,Felix,Richter,1969
6,Unterfranken,mut,1211,,,,Beate,Schilling,1961
6,Unterfranken,mut,1212,,,,Lillo,Marschhäuser,1953
6,Unterfranken,mut,1213,,,,Matthias,Seng,1964
6,Unterfranken,mut,1214,,,,Christl,Kern,1952
6,Unterfranken,Die PARTEI,1301,601,,,Markus,Ritter,1974
6,Unterfranken,Die PARTEI,1302,610,,,Andrea,Kübert,1986
6,Unterfranken,Die PARTEI,1303,607,,,Pascal,Schnatz,1993
6,Unterfranken,Die PARTEI,1304,602,,,Andreas,Portscher,1989
6,Unterfranken,Die PARTEI,1305,,,,Bernd,Alm,1983
6,Unterfranken,Die PARTEI,1306,,,,Kornelius,Pföhler,1994
6,Unterfranken,Die PARTEI,1307,,,,Lisa,Zeller,1991
6,Unterfranken,Die PARTEI,1308,,,,Tobias,Klenk,1987
6,Unterfranken,Die PARTEI,1309,,,,Erik,Buhn,1984
6,Unterfranken,Die PARTEI,1310,,,,Alena,Ament,1994
6,Unterfranken,Die PARTEI,1311,,,,Antonia,Kuger,1998
6,Unterfranken,Die PARTEI,1312,,,,Robert-Rolland,Blaschko,1987
6,Unterfranken,Tierschutzpartei,1401,606,,,Svenja,Sänger,1989
6,Unterfranken,Tierschutzpartei,1402,610,,,Katharina,Deckert,1987
6,Unterfranken,Tierschutzpartei,1403,609,,,Sabrina,Bremer,1990
6,Unterfranken,Tierschutzpartei,1404,608,,,Jaqueline,Kraft,1992
6,Unterfranken,V-Partei³,1501,601,,,Sabine,Dietzler,1984
6,Unterfranken,V-Partei³,1502,606,,,Heinz,Großhans,1955
6,Unterfranken,V-Partei³,1503,608,,,Christian,Ortloff,1970
6,Unterfranken,V-Partei³,1504,609,,,Bertram,Schmitt,1969
6,Unterfranken,V-Partei³,1505,602,,,Michael,Specht,1976
6,Unterfranken,V-Partei³,1506,610,,,Christine,Wolfram,1996
6,Unterfranken,V-Partei³,1507,,,,Andreas,Dietzler,1972
6,Unterfranken,V-Partei³,1508,,,,Gabriel,Germann,1961
6,Unterfranken,V-Partei³,1509,,,,Tobias,Kraus,1985
6,Unterfranken,V-Partei³,1510,,,,Andrea,Krebs,1975
6,Unterfranken,V-Partei³,1511,,,,Torsten,Krebs,1972
6,Unterfranken,V-Partei³,1512,,,,Regina,Leshel,1945
6,Unterfranken,V-Partei³,1513,,,,Ingeborg,Ortloff,1968
6,Unterfranken,V-Partei³,1514,,,,Tanja,Schmitt,1972
7,Schwaben,CSU,101,709,,,Thomas,Kreuzer,1959
7,Schwaben,CSU,102,705,,,Carolina,Trautner,1961
7,Schwaben,CSU,103,,Dr.,,Hans,Reichhart,1982
7,Schwaben,CSU,104,708,,,Franz Josef,Pschierer,1956
7,Schwaben,CSU,105,711,,,Angelika,Schorer,1958
7,Schwaben,CSU,106,702,,,Johannes,Hintersberger,1953
7,Schwaben,CSU,107,713,Dr.,,Beate,Merk,1957
7,Schwaben,CSU,108,,,,Hannelore,Windhaber,1963
7,Schwaben,CSU,109,,,,Hans-Peter,Rauch,1962
7,Schwaben,CSU,110,,,,Martina,Leipold,1969
7,Schwaben,CSU,111,,,,Manfred,Losinger,1955
7,Schwaben,CSU,112,,,,Bernd,Kränzle,1942
7,Schwaben,CSU,113,,,,Franz,Ost,1986
7,Schwaben,CSU,114,,,,Johann,Deil,1990
7,Schwaben,CSU,115,,,,Christian,Weldishofer,1975
7,Schwaben,CSU,116,,,,Leopold Roland,Dietz,1967
7,Schwaben,CSU,117,,,,Andreas,Kaufmann,1981
7,Schwaben,CSU,118,,,,Oliver,Schneider,1963
7,Schwaben,CSU,119,,Dr.,,Thomas,Jahn,1973
7,Schwaben,CSU,120,710,,,Eric,Beißwenger,1972
7,Schwaben,CSU,121,706,,,Wolfgang,Fackler,1975
7,Schwaben,CSU,122,712,,,Klaus,Holetschek,1964
7,Schwaben,CSU,123,701,,,Andreas,Jäckel,1965
7,Schwaben,CSU,124,707,,,Alfred,Sauter,1950
7,Schwaben,CSU,125,703,,,Peter,Tomaschko,1973
7,Schwaben,CSU,126,704,,,Georg,Winter,1951
7,Schwaben,SPD,201,702,,,Harald,Güller,1963
7,Schwaben,SPD,202,703,Dr.,,Simone,Strohmayr,1967
7,Schwaben,SPD,203,711,Dr.,,Paul,Wengert,1952
7,Schwaben,SPD,204,709,,,Ilona,Deckwerth,1961
7,Schwaben,SPD,205,705,,,Herbert,Woerlein,1958
7,Schwaben,SPD,206,701,,,Margarete,Heinrich,1965
7,Schwaben,SPD,207,707,,,Tobias,Auinger,1990
7,Schwaben,SPD,208,704,,,Tobias,Rief,1982
7,Schwaben,SPD,209,712,,,David,Yeow,1978
7,Schwaben,SPD,210,706,,,Georg,Wiedemann,1966
7,Schwaben,SPD,211,713,,,Daniel,Fürst,1984
7,Schwaben,SPD,212,708,,,Markus,Kubatschka,1975
7,Schwaben,SPD,213,710,,,Michael,Maffenbeier,1986
7,Schwaben,SPD,214,,,,Susanne,Friederich-Scheuerl,1967
7,Schwaben,SPD,215,,,,Bernd,Bachmann,1973
7,Schwaben,SPD,216,,,,Sabine,Grünwald,1960
7,Schwaben,SPD,217,,,,Manfred,Helmschrott,1961
7,Schwaben,SPD,218,,,,Sandra,Lederer,1986
7,Schwaben,SPD,219,,,,Frank,Otte,1966
7,Schwaben,SPD,220,,,,Marion,Segnitzer-König,1983
7,Schwaben,SPD,221,,,,Martin,Valdés-Stauber,1991
7,Schwaben,SPD,222,,,,Erna,Stegherr-Haußman,1960
7,Schwaben,SPD,223,,,,Fabian,Wamser,1994
7,Schwaben,SPD,224,,,,Mirjam,Steiner,1979
7,Schwaben,SPD,225,,,,Thomas,Wilhelm,1975
7,Schwaben,SPD,226,,,,Thomas,Wörz,1972
7,Schwaben,FREIE WÄHLER,301,709,,,Alexander,Hold,1962
7,Schwaben,FREIE WÄHLER,302,707,,,Ruth,Abmayr,1968
7,Schwaben,FREIE WÄHLER,303,705,Dr.,,Fabian,Mehring,1989
7,Schwaben,FREIE WÄHLER,304,710,Dr.,,Leopold,Herz,1953
7,Schwaben,FREIE WÄHLER,305,704,,,Johann,Häusler,1952
7,Schwaben,FREIE WÄHLER,306,706,,,Stephan,Stieglauer,1970
7,Schwaben,FREIE WÄHLER,307,701,,,Johann,Wengenmeir,1954
7,Schwaben,FREIE WÄHLER,308,708,,,Bernhard,Pohl,1964
7,Schwaben,FREIE WÄHLER,309,711,,,Susen,Knabner,1978
7,Schwaben,FREIE WÄHLER,310,712,,,Michael,Moser,1968
7,Schwaben,FREIE WÄHLER,311,713,,,Wolfgang,Schrapp,1958
7,Schwaben,FREIE WÄHLER,312,702,,,Regina,Stuber-Schneider,1956
7,Schwaben,FREIE WÄHLER,313,703,,,Johannes,Hatzold,1962
7,Schwaben,FREIE WÄHLER,314,,,,Lucas,Eisenlauer,1994
7,Schwaben,FREIE WÄHLER,315,,,,Ludwig,Fröhlich,1951
7,Schwaben,FREIE WÄHLER,316,,,,Roman,Haug,1955
7,Schwaben,FREIE WÄHLER,317,,,,Jonas,Holm,1998
7,Schwaben,FREIE WÄHLER,318,,,,Bernd,Horst,1955
7,Schwaben,FREIE WÄHLER,319,,,,Wolfgang,Hützler,1945
7,Schwaben,FREIE WÄHLER,320,,,,Susanne,Kanzler,1968
7,Schwaben,FREIE WÄHLER,321,,,,Christine,Mayer,1980
7,Schwaben,FREIE WÄHLER,322,,,,Anton,Rittel,1967
7,Schwaben,FREIE WÄHLER,323,,,,Quirin,Schönberg,1994
7,Schwaben,FREIE WÄHLER,324,,,,Hugo,Wirthensohn,1958
7,Schwaben,FREIE WÄHLER,325,,,,Hermann,Zelt,1960
7,Schwaben,GRÜNE,401,701,,,Stephanie,Schuhknecht,1983
7,Schwaben,GRÜNE,402,710,,,Thomas,Gehring,1958
7,Schwaben,GRÜNE,403,706,,,Eva,Lettenbauer,1992
7,Schwaben,GRÜNE,404,705,,,Maximilian,Deisenhofer,1987
7,Schwaben,GRÜNE,405,709,,,Erna-Kathrein,Groll,1959
7,Schwaben,GRÜNE,406,712,,,Daniel,Pflügl,1975
7,Schwaben,GRÜNE,407,703,,,Christina,Haubrich,1971
7,Schwaben,GRÜNE,408,713,Dr.,,Klaus,Rederer,1965
7,Schwaben,GRÜNE,409,,,,Ursula,Jung,1953
7,Schwaben,GRÜNE,410,702,,,Cemal,Bozoglu,1961
7,Schwaben,GRÜNE,411,,,,Christina,Mader,1983
7,Schwaben,GRÜNE,412,708,Dr.,,Günter,Räder,1959
7,Schwaben,GRÜNE,413,,,,Katrin,Mühlegger-Steiger,1977
7,Schwaben,GRÜNE,414,704,,,Peter Emil,Monz,1967
7,Schwaben,GRÜNE,415,,,,Mechthild,Destruelle,1967
7,Schwaben,GRÜNE,416,711,,,Christian,Vávra,1974
7,Schwaben,GRÜNE,417,,,,Dagmar,Bachmann,1961
7,Schwaben,GRÜNE,418,707,Dr. Dr.,,Bernhard,Lohr,1963
7,Schwaben,GRÜNE,419,,,,Gertrud,Kustermann,1960
7,Schwaben,GRÜNE,420,,,,Thomas,Weisser,1985
7,Schwaben,GRÜNE,421,,,,Karin,Pfeifer,1957
7,Schwaben,GRÜNE,422,,,,Florian,Filser,1980
7,Schwaben,GRÜNE,423,,,,Petra,Hien,1954
7,Schwaben,GRÜNE,424,,,,Julius,Hagl,1956
7,Schwaben,GRÜNE,425,,,,Evelyn,Villing,1961
7,Schwaben,GRÜNE,426,,,,Ulrike,Seifert,1956
7,Schwaben,FDP,501,703,,,Karlheinz,Faller,1954
7,Schwaben,FDP,502,710,Dr.,,Dominik,Spitzer,1967
7,Schwaben,FDP,503,704,,,Claudia,Stocker,1969
7,Schwaben,FDP,504,712,,,Christoph,Zander,1994
7,Schwaben,FDP,505,708,,,Kevin,Bahner,1975
7,Schwaben,FDP,506,707,,,Herbert,Blaschke,1963
7,Schwaben,FDP,507,705,,,Christian,Toth,1987
7,Schwaben,FDP,508,,Dr.,,Monika,Müller,1983
7,Schwaben,FDP,509,706,Dr.,,Mark,Tanner,1964
7,Schwaben,FDP,510,709,,,Bianca,Buchenberg-Köhler,1993
7,Schwaben,FDP,511,701,,,Sascha,Vugrin,1987
7,Schwaben,FDP,512,,,,Bernhard,Mohr,1949
7,Schwaben,FDP,513,702,,,Guido,Immler,1951
7,Schwaben,FDP,514,,,,Markus,Jung,1968
7,Schwaben,FDP,515,,,,Uwe,Pranghofer,1962
7,Schwaben,FDP,516,,,,Maximilian,Hartleitner,1979
7,Schwaben,FDP,517,713,,,Johannes,Hecht,1957
7,Schwaben,FDP,518,,,,Katrin,Michaelis,1970
7,Schwaben,FDP,519,711,,,Marcus,Prost,1973
7,Schwaben,FDP,520,,,,Dieter,Thinschmidt,1957
7,Schwaben,FDP,521,,,,Thomas,Quante,1976
7,Schwaben,FDP,522,,,,Michael,Dietz,1985
7,Schwaben,FDP,523,,,,Peter,Kuhnen,1962
7,Schwaben,FDP,524,,,,Sebastian,Baumann,1974
7,Schwaben,FDP,525,,,,Sebastian,Weins,1987
7,Schwaben,FDP,526,,,,Max,Kundinger,1988
7,Schwaben,DIE LINKE,601,701,,,Manuela,Zwiselsberger,1985
7,Schwaben,DIE LINKE,602,702,,,Andreas,Mayer,1993
7,Schwaben,DIE LINKE,603,,,,Lina,Lausberg,1998
7,Schwaben,DIE LINKE,604,711,,,Christoph,Gänsheimer,1994
7,Schwaben,DIE LINKE,605,,,,Xenia,Münderlein,1988
7,Schwaben,DIE LINKE,606,713,,,Dietmar,Österle,1962
7,Schwaben,DIE LINKE,607,,,,Sabrina,Balkheimer,1985
7,Schwaben,DIE LINKE,608,707,,,Stefan,Balkheimer,1975
7,Schwaben,DIE LINKE,609,,,,Heike,Benz,1960
7,Schwaben,DIE LINKE,610,709,,,Kevin,Gebhardt,1998
7,Schwaben,DIE LINKE,611,,,,Christine,Wilholm,1964
7,Schwaben,DIE LINKE,612,,,,Otto,Hutter,1963
7,Schwaben,DIE LINKE,613,,,,Verena,Zanker,1995
7,Schwaben,DIE LINKE,614,703,,,Andreas,Zwiselsberger,1985
7,Schwaben,DIE LINKE,615,,,,Anke,Diron,1967
7,Schwaben,DIE LINKE,616,708,,,Paul,Meichelböck,1960
7,Schwaben,DIE LINKE,617,,,,Anita,Rupprecht,1962
7,Schwaben,DIE LINKE,618,705,,,Kerem,Billor,1992
7,Schwaben,DIE LINKE,619,,,,Rita,Bauer,1978
7,Schwaben,DIE LINKE,620,710,,,Michael,Schlotter,1999
7,Schwaben,DIE LINKE,621,,,,Michaela,Just,1998
7,Schwaben,DIE LINKE,622,712,,,Udo,Kaufmann,1959
7,Schwaben,DIE LINKE,623,706,,,Tobias,Himpenmacher,1976
7,Schwaben,DIE LINKE,624,704,,,Christian,Schiele,1981
7,Schwaben,DIE LINKE,625,,,,Daniel,Sperl,1969
7,Schwaben,DIE LINKE,626,,,,Gregor,Tsernos,1992
7,Schwaben,BP,701,701,,,Helmut,Kellerer,1966
7,Schwaben,BP,702,711,,,Jürgen,Eißner,1971
7,Schwaben,BP,703,703,,,Gerhard,Eser,1952
7,Schwaben,BP,704,713,Dr.,,Josef Anton,Kirchmann,1946
7,Schwaben,BP,705,702,,,Harald,Eberhard,1958
7,Schwaben,BP,706,706,,,Günter,Höpfinger,1950
7,Schwaben,BP,707,704,,,Andreas Alfred,Lehnert,1968
7,Schwaben,BP,708,705,,,Josef Hagen,Gumpinger,1994
7,Schwaben,BP,709,709,,,Uwe,Brünisholz,1960
7,Schwaben,BP,710,710,,,Otto,Leising,1942
7,Schwaben,BP,711,708,,,Sabine Angela,Eißner,1977
7,Schwaben,BP,712,707,,,Wolfgang,Schmidt,1964
7,Schwaben,BP,713,712,,,Magnus,Waibl,1962
7,Schwaben,BP,714,,,,Tobias,Bernhard,2000
7,Schwaben,BP,715,,,,Sabine,Englisch,1967
7,Schwaben,BP,716,,,,Roland,Glaser,1942
7,Schwaben,BP,717,,Dr.,,Thomas,Hilscher,1955
7,Schwaben,BP,718,,,,Bernhard,Neumann,1985
7,Schwaben,BP,719,,,,Andreas,Settele,1961
7,Schwaben,BP,720,,,,Rolf,Staudigl,1969
7,Schwaben,BP,721,,,,Johann Georg,Zierof,1941
7,Schwaben,BP,722,,,,Stefan,Hochlenert,1963
7,Schwaben,BP,723,,,,Franz,Förg,1958
7,Schwaben,BP,724,,,,Anton,Steinböck,1943
7,Schwaben,BP,725,,,,Anke,Schmidt,1965
7,Schwaben,ÖDP,801,712,Prof.Dr.,,Dieter Erwin,Buchberger,1958
7,Schwaben,ÖDP,802,,,,Gabriela Johanna,Schimmer-Göresz,1952
7,Schwaben,ÖDP,803,710,,,Michael,Finger,1971
7,Schwaben,ÖDP,804,713,,,Krimhilde Marianne,Dornach,1966
7,Schwaben,ÖDP,805,701,,,Christian,Pettinger,1963
7,Schwaben,ÖDP,806,708,,,Rosina Katharina,Rottmann-Börner,1953
7,Schwaben,ÖDP,807,709,,,Michael,Hofer,1950
7,Schwaben,ÖDP,808,705,,,Gabriele,Olbrich-Krakowitzer,1961
7,Schwaben,ÖDP,809,704,Dr.,,Andreas,Becker,1958
7,Schwaben,ÖDP,810,707,,,Sonja Maria,Berchtold,1980
7,Schwaben,ÖDP,811,702,Dr.,,Manfred Theodor,Link,1941
7,Schwaben,ÖDP,812,703,,,Maria,Posch,1985
7,Schwaben,ÖDP,813,706,,,Johannes,Thum,1958
7,Schwaben,ÖDP,814,711,,,Roland,Wagner,1969
7,Schwaben,ÖDP,815,,,,Xaver,Fichtl,1953
7,Schwaben,ÖDP,816,,,Freiherr,Clemens,Tucher von Simmelsdorf,1964
7,Schwaben,ÖDP,817,,,,Jan-Simon,Albrecht,1996
7,Schwaben,ÖDP,818,,,,Christian,Mattausch,1987
7,Schwaben,ÖDP,819,,,,Meinrad,Wintergerst,1957
7,Schwaben,ÖDP,820,,,,Rafael,Neidinger,1973
7,Schwaben,ÖDP,821,,,,Franz Josef,Neher,1950
7,Schwaben,ÖDP,822,,,,Klaus,Vidal,1962
7,Schwaben,ÖDP,823,,,,Karl,Rembold,1961
7,Schwaben,ÖDP,824,,,,Matthias,Fritzsche,1975
7,Schwaben,ÖDP,825,,,,Peter,Miller,1966
7,Schwaben,ÖDP,826,,,,Robert,Huemer,1967
7,Schwaben,PIRATEN,901,713,,,Benjamin,Gasser,1978
7,Schwaben,PIRATEN,902,708,,,Martin,Kollien-Glaser,1963
7,Schwaben,PIRATEN,903,705,,,Wilfried,Bachmeir,1978
7,Schwaben,PIRATEN,904,707,,,Michael,Proißl,1979
7,Schwaben,PIRATEN,905,,,,Andreas,Jung,1975
7,Schwaben,AfD,1001,701,,,Markus,Bayerbach,1963
7,Schwaben,AfD,1002,707,,,Gerd,Mannes,1969
7,Schwaben,AfD,1003,706,,,Ulrich,Singer,1976
7,Schwaben,AfD,1004,704,,,Rafael,Hauptmann,1989
7,Schwaben,AfD,1005,712,,,Christoph,Maier,1984
7,Schwaben,AfD,1006,711,,,Wolfgang,Rotter,1950
7,Schwaben,AfD,1007,702,,,Andreas,Jurca,1987
7,Schwaben,AfD,1008,708,,,Karl,Keller,1954
7,Schwaben,AfD,1009,703,,,Josef,Settele,1953
7,Schwaben,AfD,1010,709,Dr.,,Wilhelm,Vachenauer,1949
7,Schwaben,AfD,1011,710,,,Axel,Keib,1964
7,Schwaben,AfD,1012,713,Dr.,,Gerhard,Großkurth,1961
7,Schwaben,AfD,1013,705,,,Reinhard,Fabian,1948
7,Schwaben,LKR,1101,707,,,Sebastian,Kreutz,1950
7,Schwaben,LKR,1102,,,,Roland,Zühlke,1958
7,Schwaben,LKR,1103,,,,Thomas,Eichmüller,1962
7,Schwaben,LKR,1104,,,,Dorothea,Kölbl,1951
7,Schwaben,LKR,1105,,,,Christa,Kreutz,1956
7,Schwaben,mut,1201,702,,,Jörg,Jovy,1964
7,Schwaben,mut,1202,,,,Regina,Schmitz,1964
7,Schwaben,mut,1203,701,,,Benjamin,Clamroth,1962
7,Schwaben,mut,1204,710,,,Matthias,Hüntemann,1963
7,Schwaben,mut,1205,,,,Andreas,Krämer,1969
7,Schwaben,mut,1206,,,,Karlheinz,Ludwig,1955
7,Schwaben,mut,1207,,,,David,Krcek,1972
7,Schwaben,Die PARTEI,1301,,,,Christian,Baier,1965
7,Schwaben,Die PARTEI,1302,,,,Christian,Baumeister,1965
7,Schwaben,Die PARTEI,1303,,,,Michael,Glaser,1982
7,Schwaben,Die PARTEI,1304,,,,Anja,Klingelhöfer,1982
7,Schwaben,Die PARTEI,1305,,,,Oliver,Veit,1988
7,Schwaben,Die PARTEI,1306,701,,,Kai,Viertel,1980
7,Schwaben,Die PARTEI,1307,,,,Daniel,Wachsmann,1988
7,Schwaben,Die PARTEI,1308,705,,,Markus,Zacher,1973
7,Schwaben,V-Partei³,1401,704,,,Roland,Wegner,1975
7,Schwaben,V-Partei³,1402,713,,,Roy,Heydrich,1981
7,Schwaben,V-Partei³,1403,701,,,Heike,Rudolf,1976
7,Schwaben,V-Partei³,1404,702,,,Konrad,Harle,1958
7,Schwaben,V-Partei³,1405,,,,Cheyenne,Hanson,1998
7,Schwaben,V-Partei³,1406,706,,,Eva-Marie,Springer,1956
7,Schwaben,V-Partei³,1407,707,,,Birgit,Fahr,1962
7,Schwaben,V-Partei³,1408,703,,,Frank,Liermann,1972
7,Schwaben,V-Partei³,1409,709,,,Edith Maria,Rayner,1964
7,Schwaben,V-Partei³,1410,,,,Martina,Buttala,1964
7,Schwaben,V-Partei³,1411,705,,,Pia,Schlipf,1982
7,Schwaben,V-Partei³,1412,708,,,Daniela,Woywode,1982
7,Schwaben,V-Partei³,1413,711,,,Leonie,Wohlfahrt,1990
7,Schwaben,V-Partei³,1414,,,,Marcel,Frey,1989
7,Schwaben,V-Partei³,1415,712,,,Katharina,Greif,1991
7,Schwaben,V-Partei³,1416,,,,Raphael Markus,Heck,1996
7,Schwaben,V-Partei³,1417,710,,,Stefan,Herzog,1968
7,Schwaben,V-Partei³,1418,,,,Kristin,Burger,1992
7,Schwaben,V-Partei³,1419,,,,Marian Anton,Springer,1944
7,Schwaben,V-Partei³,1420,,,,Anna,Burghart,1996
